LineType,Speaker,Sentence,BGM,SFX,IsFadeOut,Item,ChoiceText,NextScenario,IsEndingChoice,TargetEnding,MinigameLabel,MinigameTimeLimit,MinigameBoxCount,MinigameCorrectIndex,InvestigationId,Background,Standing,Talker,IsSavePoint,SavePointId,DeductionId,Props
Normal,재훈,당장 하루 먹고살기도 힘든 데 도덕까지 따지기 힘드니까. ,reminiscence1-1,,FALSE,,,,,,,,,,,,,none,,,,
Normal,재훈,뭐가 특별히 유난스럽거나 힘들겠어.,reminiscence1-1,,FALSE,,,,,,,,,,,,,none,,,,
Normal,한성,….,reminiscence1-1,,FALSE,,,,,,,,,,,,,none,,,,
Normal,재훈,"사회인이면 다 그런 거 아니겠냐. \n형사도 많이들 매수하던데, 「정의의 용사」께서는 언제 넘어오실지 궁금해.",reminiscence1-1,,FALSE,,,,,,,,,,,,,none,,,,
Normal,한성,야 차재훈.,reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_MoreAngry_OpenMouse,none,,,,
Normal,재훈,세상의 축은 기울어져 있는데 너만 아니라면서 부정하는 거야. \n그러다 좌푯값 잘못 찍어서 망하는 게 눈에 훤히 보인다. ,reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_MoreAngry,none,,,,
Normal,재훈,언제까지 어릴 때 꿈만 꿀 건데.,reminiscence1-1,,FALSE,,,,,,,,,,,,,none,,,,
Normal,한성,...그러는 너는 언제까지 방황할 건데. ,reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_MoreAngry_OpenMouse,none,,,,
Normal,한성,"스스로한테 최근 10년이 폭력적이었다는 생각, 한 번도 안 해봤어?",reminiscence1-1,,FALSE,,,,,,,,,,,,,none,,,,
Normal,재훈,….,reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_MoreAngry,none,,,,
Normal,한성,"지금 네 꼴, 어릴 때 혼자서 컨테이너 박스에 앉아 있던 거랑 다를 바가 없어. 겉모습만 멀쩡하고 속은 더 뒤틀려 있다고.",reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_MoreAngry_OpenMouse,none,,,,
Normal,재훈,…그런가.,reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_MoreAngry,none,,,,
Normal,한성,……. ,reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_Sorry,none,,,,
Normal,한성,"미안, 이런 얘길 하려던 건 아니었어.",reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_Sorry_OpenMouse,none,,,,
Normal,재훈,사과하지 마. 내가 먼저 시작한 거잖아.,reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_Sorry,none,,,,
Normal,한성,....,reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_Sorry,none,,,,
Normal,한성,너를 어떻게 대해야 할지 아직도 잘 모르겠어. ,reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_Touching,none,,,,
Normal,한성,"할 수 있는 건 아무것도 없으니 외면해야 한다고 스스로에게 되내여도, 포기가 안돼.",reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_Touching,none,,,,
Normal,한성,결국엔 지금까지도 믿고 기다리고 있어.,reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_Touching,none,,,,
Normal,재훈,애인도 아니고 혈육도 아닌데 무슨 10년씩이나 기다리냐.,reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_Sorry,none,,,,
Normal,한성,...그러게. 나도 참 미련하지. \n그래도 느낌이 나쁘지 않아.,reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_Touching,none,,,,
Normal,한성,언젠가는 내가 알던 네가 돌아와줄 것 같아.,reminiscence1-1,,FALSE,,,,,,,,,,,,STD_Past05_Hansung_Touching,none,,,,
Deduction,,,Investigation,,,,,,,,,,,,,none,none,none,,,deduction_01,
Narration,,그는 분명하게 타살당했다.,,,TRUE,,,scenario_02b,,,,,,,,,,none,,,,
